datetime,server_id,cpu_utilization,free_memory,session_count
2019-03-29 23:00:00,115,0.6,0.41,72
2019-03-30 00:00:00,115,0.6,0.37,71
2019-03-30 01:00:00,115,0.65,0.38,68
2019-03-30 02:00:00,115,0.64,0.38,75
2019-03-30 03:00:00,115,0.6,0.39,70
2019-03-30 04:00:00,115,0.6,0.33,71
2019-03-30 05:00:00,115,0.69,0.29,68
2019-03-30 06:00:00,115,0.63,0.34,65
2019-03-30 07:00:00,115,0.62,0.32,72
2019-03-30 08:00:00,115,0.64,0.4,68
2019-03-30 09:00:00,115,0.65,0.3,71
2019-03-30 10:00:00,115,0.66,0.39,73
2019-03-30 11:00:00,115,0.63,0.35,74
2019-03-30 12:00:00,115,0.63,0.36,69
2019-03-30 13:00:00,115,0.67,0.35,74
2019-03-30 14:00:00,115,0.69,0.35,74
2019-03-30 15:00:00,115,0.63,0.32,68
2019-03-30 16:00:00,115,0.64,0.41,67
2019-03-30 17:00:00,115,0.63,0.37,72
2019-03-30 18:00:00,115,0.7,0.36,71
2019-03-30 19:00:00,115,0.63,0.28,76
2019-03-30 20:00:00,115,0.63,0.36,74
2019-03-30 21:00:00,115,0.62,0.36,67
2019-03-30 22:00:00,115,0.64,0.38,69
2019-03-30 23:00:00,115,0.65,0.32,71
2019-03-31 00:00:00,115,0.65,0.41,69
2019-03-31 01:00:00,115,0.61,0.38,70
2019-03-31 02:00:00,115,0.59,0.33,72
2019-03-31 03:00:00,115,0.7,0.44,73
2019-03-31 04:00:00,115,0.63,0.38,72
2019-03-31 05:00:00,115,0.67,0.33,70
2019-03-31 06:00:00,115,0.61,0.33,71
2019-03-31 07:00:00,115,0.59,0.36,69
2019-03-31 08:00:00,115,0.7,0.35,73
2019-03-31 09:00:00,115,0.62,0.35,70
2019-03-31 10:00:00,115,0.66,0.36,72
2019-03-31 11:00:00,115,0.64,0.32,70
2019-03-31 12:00:00,115,0.68,0.4,74
2019-03-31 13:00:00,115,0.65,0.41,76
2019-03-31 14:00:00,115,0.59,0.39,70
2019-03-31 15:00:00,115,0.64,0.33,69
2019-03-31 16:00:00,115,0.62,0.36,70
2019-03-31 17:00:00,115,0.62,0.3,70
2019-03-31 18:00:00,115,0.64,0.3,68
2019-03-31 19:00:00,115,0.66,0.34,74
2019-03-31 20:00:00,115,0.62,0.38,70
2019-03-31 21:00:00,115,0.65,0.38,71
2019-03-31 22:00:00,115,0.71,0.41,71
2019-03-31 23:00:00,115,0.68,0.4,71
2019-04-01 00:00:00,115,0.68,0.32,69
2019-04-01 01:00:00,115,0.6,0.38,69
2019-04-01 02:00:00,115,0.67,0.37,73
2019-04-01 03:00:00,115,0.68,0.38,69
2019-04-01 04:00:00,115,0.64,0.39,71
2019-04-01 05:00:00,115,0.62,0.32,72
2019-04-01 06:00:00,115,0.57,0.34,69
2019-04-01 07:00:00,115,0.67,0.35,73
2019-04-01 08:00:00,115,0.63,0.35,74
2019-04-01 09:00:00,115,0.69,0.36,73
2019-04-01 10:00:00,115,0.61,0.37,67
2019-04-01 11:00:00,115,0.62,0.34,76
2019-04-01 12:00:00,115,0.66,0.34,76
2019-04-01 13:00:00,115,0.69,0.27,72
2019-04-01 14:00:00,115,0.62,0.38,69
2019-04-01 15:00:00,115,0.67,0.36,69
2019-04-01 16:00:00,115,0.64,0.4,71
2019-04-01 17:00:00,115,0.6,0.39,64
2019-04-01 18:00:00,115,0.61,0.36,70
2019-04-01 19:00:00,115,0.64,0.33,68
2019-04-01 20:00:00,115,0.65,0.4,66
2019-04-01 21:00:00,115,0.63,0.39,70
2019-04-01 22:00:00,115,0.67,0.33,74
2019-04-01 23:00:00,115,0.69,0.38,72
2019-04-02 00:00:00,115,0.68,0.38,68
2019-04-02 01:00:00,115,0.64,0.36,77
2019-04-02 02:00:00,115,0.64,0.37,68
2019-04-02 03:00:00,115,0.58,0.38,76
2019-04-02 04:00:00,115,0.68,0.36,73
2019-04-02 05:00:00,115,0.67,0.33,74
2019-04-02 06:00:00,115,0.61,0.34,68
2019-04-02 07:00:00,115,0.59,0.32,71
2019-04-02 08:00:00,115,0.62,0.36,67
2019-04-02 09:00:00,115,0.64,0.36,75
2019-04-02 10:00:00,115,0.65,0.33,71
2019-04-02 11:00:00,115,0.62,0.35,75
2019-04-02 12:00:00,115,0.66,0.38,70
2019-04-02 13:00:00,115,0.63,0.37,71
2019-04-02 14:00:00,115,0.6,0.32,75
2019-04-02 15:00:00,115,0.71,0.37,69
2019-04-02 16:00:00,115,0.7,0.39,72
2019-04-02 17:00:00,115,0.64,0.4,71
2019-04-02 18:00:00,115,0.64,0.42,70
2019-04-02 19:00:00,115,0.59,0.36,68
2019-04-02 20:00:00,115,0.61,0.31,75
2019-04-02 21:00:00,115,0.67,0.34,78
2019-04-02 22:00:00,115,0.64,0.38,69
2019-04-02 23:00:00,115,0.64,0.4,72
2019-04-03 00:00:00,115,0.6,0.35,75
2019-04-03 01:00:00,115,0.62,0.31,73
2019-04-03 02:00:00,115,0.65,0.38,74
2019-04-03 03:00:00,115,0.68,0.29,73
2019-04-03 04:00:00,115,0.62,0.4,67
2019-04-03 05:00:00,115,0.61,0.36,73
2019-04-03 06:00:00,115,0.69,0.41,70
2019-04-03 07:00:00,115,0.64,0.37,67
2019-04-03 08:00:00,115,0.64,0.34,71
2019-04-03 09:00:00,115,0.66,0.35,75
2019-04-03 10:00:00,115,0.69,0.39,66
2019-04-03 11:00:00,115,0.65,0.37,78
2019-04-03 12:00:00,115,0.59,0.4,67
2019-04-03 13:00:00,115,0.71,0.33,75
2019-04-03 14:00:00,115,0.6,0.38,73
2019-04-03 15:00:00,115,0.65,0.41,71
2019-04-03 16:00:00,115,0.6,0.39,67
2019-04-03 17:00:00,115,0.59,0.35,71
2019-04-03 18:00:00,115,0.65,0.35,71
2019-04-03 19:00:00,115,0.66,0.42,70
2019-04-03 20:00:00,115,0.6,0.34,71
2019-04-03 21:00:00,115,0.65,0.34,67
2019-04-03 22:00:00,115,0.65,0.34,73
2019-04-03 23:00:00,115,0.63,0.32,75
2019-04-04 00:00:00,115,0.63,0.36,76
2019-04-04 01:00:00,115,0.61,0.36,68
2019-04-04 02:00:00,115,0.62,0.36,72
2019-04-04 03:00:00,115,0.65,0.4,66
2019-04-04 04:00:00,115,0.65,0.38,72
2019-04-04 05:00:00,115,0.66,0.32,71
2019-04-04 06:00:00,115,0.69,0.38,72
2019-04-04 07:00:00,115,0.61,0.43,64
2019-04-04 08:00:00,115,0.63,0.36,67
2019-04-04 09:00:00,115,0.65,0.39,74
2019-04-04 10:00:00,115,0.66,0.41,76
2019-04-04 11:00:00,115,0.66,0.32,74
2019-04-04 12:00:00,115,0.64,0.35,66
2019-04-04 13:00:00,115,0.65,0.39,68
2019-04-04 14:00:00,115,0.6,0.38,72
2019-04-04 15:00:00,115,0.65,0.33,74
2019-04-04 16:00:00,115,0.65,0.33,68
2019-04-04 17:00:00,115,0.7,0.37,70
2019-04-04 18:00:00,115,0.7,0.4,64
2019-04-04 19:00:00,115,0.62,0.3,69
2019-04-04 20:00:00,115,0.64,0.34,71
2019-04-04 21:00:00,115,0.61,0.38,73
2019-04-04 22:00:00,115,0.7,0.32,71
2019-04-04 23:00:00,115,0.65,0.38,65
2019-04-05 00:00:00,115,0.68,0.37,76
2019-04-05 01:00:00,115,0.63,0.32,70
2019-04-05 02:00:00,115,0.65,0.33,71
2019-04-05 03:00:00,115,0.66,0.43,69
2019-04-05 04:00:00,115,0.59,0.41,71
2019-04-05 05:00:00,115,0.6,0.36,68
2019-04-05 06:00:00,115,0.66,0.37,76
2019-04-05 07:00:00,115,0.7,0.41,70
2019-04-05 08:00:00,115,0.68,0.44,69
2019-04-05 09:00:00,115,0.63,0.36,73
2019-04-05 10:00:00,115,0.6,0.37,72
2019-04-05 11:00:00,115,0.65,0.4,66
2019-04-05 12:00:00,115,0.63,0.32,70
2019-04-05 13:00:00,115,0.65,0.36,70
2019-04-05 14:00:00,115,0.59,0.36,76
2019-04-05 15:00:00,115,0.67,0.32,72
2019-04-05 16:00:00,115,0.62,0.33,70
2019-04-05 17:00:00,115,0.66,0.39,71
2019-04-05 18:00:00,115,0.61,0.3,79
2019-04-05 19:00:00,115,0.63,0.34,69
2019-04-05 20:00:00,115,0.63,0.3,75
2019-04-05 21:00:00,115,0.63,0.34,69
2019-04-05 22:00:00,115,0.71,0.34,67
2019-04-05 23:00:00,115,0.68,0.32,72
2019-04-06 00:00:00,115,0.7,0.36,71
2019-04-06 01:00:00,115,0.66,0.35,69
2019-04-06 02:00:00,115,0.6,0.4,78
2019-04-06 03:00:00,115,0.65,0.34,69
2019-04-06 04:00:00,115,0.62,0.31,74
2019-04-06 05:00:00,115,0.68,0.37,73
2019-04-06 06:00:00,115,0.71,0.38,75
2019-04-06 07:00:00,115,0.7,0.31,69
2019-04-06 08:00:00,115,0.57,0.4,73
2019-04-06 09:00:00,115,0.63,0.39,68
2019-04-06 10:00:00,115,0.63,0.35,78
2019-04-06 11:00:00,115,0.59,0.33,66
2019-04-06 12:00:00,115,0.67,0.36,75
2019-04-06 13:00:00,115,0.59,0.35,70
2019-04-06 14:00:00,115,0.62,0.38,75
2019-04-06 15:00:00,115,0.63,0.41,72
2019-04-06 16:00:00,115,0.68,0.41,69
2019-04-06 17:00:00,115,0.61,0.4,69
2019-04-06 18:00:00,115,0.66,0.39,72
2019-04-06 19:00:00,115,0.65,0.31,68
2019-04-06 20:00:00,115,0.65,0.38,67
2019-04-06 21:00:00,115,0.68,0.33,70
2019-04-06 22:00:00,115,0.59,0.26,70
2019-04-06 23:00:00,115,0.64,0.36,66
2019-04-07 00:00:00,115,0.61,0.35,76
2019-04-07 01:00:00,115,0.61,0.38,72
2019-04-07 02:00:00,115,0.64,0.35,75
2019-04-07 03:00:00,115,0.66,0.4,70
2019-04-07 04:00:00,115,0.67,0.33,63
2019-04-07 05:00:00,115,0.66,0.33,67
2019-04-07 06:00:00,115,0.63,0.41,74
2019-04-07 07:00:00,115,0.67,0.38,76
2019-04-07 08:00:00,115,0.71,0.47,70
2019-04-07 09:00:00,115,0.6,0.32,73
2019-04-07 10:00:00,115,0.63,0.34,68
2019-04-07 11:00:00,115,0.66,0.4,66
2019-04-07 12:00:00,115,0.57,0.38,72
2019-04-07 13:00:00,115,0.6,0.41,78
2019-04-07 14:00:00,115,0.66,0.34,76
2019-04-07 15:00:00,115,0.66,0.41,72
2019-04-07 16:00:00,115,0.6,0.35,70
2019-04-07 17:00:00,115,0.64,0.38,72
2019-04-07 18:00:00,115,0.66,0.38,73
2019-04-07 19:00:00,115,0.63,0.35,72
2019-04-07 20:00:00,115,0.67,0.31,77
2019-04-07 21:00:00,115,0.62,0.37,69
2019-04-07 22:00:00,115,0.65,0.31,69
2019-04-07 23:00:00,115,0.66,0.32,73
2019-04-08 00:00:00,115,0.65,0.34,66
2019-04-08 01:00:00,115,0.64,0.42,70
2019-04-08 02:00:00,115,0.54,0.35,70
2019-04-08 03:00:00,115,0.72,0.34,69
2019-04-08 04:00:00,115,0.6,0.32,75
2019-04-08 05:00:00,115,0.66,0.36,69
2019-04-08 06:00:00,115,0.66,0.37,67
2019-04-08 07:00:00,115,0.63,0.31,71
2019-04-08 08:00:00,115,0.63,0.31,71
2019-04-08 09:00:00,115,0.63,0.36,69
2019-04-08 10:00:00,115,0.61,0.37,72
2019-04-08 11:00:00,115,0.62,0.32,70
2019-04-08 12:00:00,115,0.64,0.36,68
2019-04-08 13:00:00,115,0.63,0.37,67
2019-04-08 14:00:00,115,0.72,0.37,73
2019-04-08 15:00:00,115,0.64,0.33,74
2019-04-08 16:00:00,115,0.7,0.36,72
2019-04-08 17:00:00,115,0.6,0.31,69
2019-04-08 18:00:00,115,0.64,0.31,71
2019-04-08 19:00:00,115,0.64,0.35,72
2019-04-08 20:00:00,115,0.62,0.36,74
2019-04-08 21:00:00,115,0.6,0.4,67
2019-04-08 22:00:00,115,0.63,0.38,70
2019-04-08 23:00:00,115,0.7,0.38,63
2019-03-06 00:00:00,116,0.51,0.51,62
2019-03-06 01:00:00,116,0.52,0.56,58
2019-03-06 02:00:00,116,0.5,0.49,61
2019-03-06 03:00:00,116,0.52,0.51,55
2019-03-06 04:00:00,116,0.47,0.48,56
2019-03-06 05:00:00,116,0.47,0.48,57
2019-03-06 06:00:00,116,0.46,0.48,57
2019-03-06 07:00:00,116,0.53,0.54,55
2019-03-06 08:00:00,116,0.53,0.52,52
2019-03-06 09:00:00,116,0.55,0.48,61
2019-03-06 10:00:00,116,0.52,0.44,60
2019-03-06 11:00:00,116,0.54,0.49,50
2019-03-06 12:00:00,116,0.48,0.54,52
2019-03-06 13:00:00,116,0.47,0.53,58
2019-03-06 14:00:00,116,0.46,0.44,53
2019-03-06 15:00:00,116,0.53,0.49,55
2019-03-06 16:00:00,116,0.48,0.53,59
2019-03-06 17:00:00,116,0.5,0.53,55
2019-03-06 18:00:00,116,0.49,0.5,60
2019-03-06 19:00:00,116,0.47,0.53,54
2019-03-06 20:00:00,116,0.5,0.51,56
2019-03-06 21:00:00,116,0.48,0.51,56
2019-03-06 22:00:00,116,0.47,0.54,55
2019-03-06 23:00:00,116,0.41,0.52,60
2019-03-07 00:00:00,116,0.49,0.52,60
2019-03-07 01:00:00,116,0.52,0.52,54
2019-03-07 02:00:00,116,0.51,0.46,57
2019-03-07 03:00:00,116,0.51,0.46,58
2019-03-07 04:00:00,116,0.5,0.52,52
2019-03-07 05:00:00,116,0.51,0.5,52
2019-03-07 06:00:00,116,0.43,0.53,56
2019-03-07 07:00:00,116,0.54,0.51,56
2019-03-07 08:00:00,116,0.49,0.57,54
2019-03-07 09:00:00,116,0.52,0.48,55
2019-03-07 10:00:00,116,0.54,0.54,57
2019-03-07 11:00:00,116,0.6,0.51,53
2019-03-07 12:00:00,116,0.52,0.51,54
2019-03-07 13:00:00,116,0.49,0.54,57
2019-03-07 14:00:00,116,0.55,0.46,53
2019-03-07 15:00:00,116,0.48,0.51,60
2019-03-07 16:00:00,116,0.42,0.51,59
2019-03-07 17:00:00,116,0.49,0.51,56
2019-03-07 18:00:00,116,0.53,0.48,58
2019-03-07 19:00:00,116,0.43,0.5,56
2019-03-07 20:00:00,116,0.44,0.46,60
2019-03-07 21:00:00,116,0.46,0.52,54
2019-03-07 22:00:00,116,0.45,0.54,58
2019-03-07 23:00:00,116,0.52,0.51,59
2019-03-08 00:00:00,116,0.53,0.46,53
2019-03-08 01:00:00,116,0.48,0.5,56
2019-03-08 02:00:00,116,0.51,0.54,63
2019-03-08 03:00:00,116,0.48,0.52,54
2019-03-08 04:00:00,116,0.47,0.49,62
2019-03-08 05:00:00,116,0.46,0.48,60
2019-03-08 06:00:00,116,0.49,0.5,62
2019-03-08 07:00:00,116,0.5,0.48,53
2019-03-08 08:00:00,116,0.47,0.52,55
2019-03-08 09:00:00,116,0.46,0.52,56
2019-03-08 10:00:00,116,0.51,0.53,55
2019-03-08 11:00:00,116,0.5,0.5,56
2019-03-08 12:00:00,116,0.48,0.51,57
2019-03-08 13:00:00,116,0.44,0.5,55
2019-03-08 14:00:00,116,0.5,0.46,52
2019-03-08 15:00:00,116,0.51,0.49,59
2019-03-08 16:00:00,116,0.48,0.48,56
2019-03-08 17:00:00,116,0.5,0.55,57
2019-03-08 18:00:00,116,0.49,0.46,60
2019-03-08 19:00:00,116,0.56,0.45,59
2019-03-08 20:00:00,116,0.44,0.5,62
2019-03-08 21:00:00,116,0.46,0.55,57
2019-03-08 22:00:00,116,0.51,0.5,58
2019-03-08 23:00:00,116,0.49,0.48,55
2019-03-09 00:00:00,116,0.51,0.48,62
2019-03-09 01:00:00,116,0.48,0.52,58
2019-03-09 02:00:00,116,0.53,0.55,62
2019-03-09 03:00:00,116,0.51,0.51,59
2019-03-09 04:00:00,116,0.52,0.48,62
2019-03-09 05:00:00,116,0.51,0.51,59
2019-03-09 06:00:00,116,0.48,0.48,59
2019-03-09 07:00:00,116,0.52,0.54,56
2019-03-09 08:00:00,116,0.47,0.49,56
2019-03-09 09:00:00,116,0.47,0.5,57
2019-03-09 10:00:00,116,0.53,0.5,54
2019-03-09 11:00:00,116,0.55,0.55,58
2019-03-09 12:00:00,116,0.54,0.49,55
2019-03-09 13:00:00,116,0.48,0.51,51
2019-03-09 14:00:00,116,0.43,0.53,57
2019-03-09 15:00:00,116,0.5,0.53,59
2019-03-09 16:00:00,116,0.48,0.49,54
2019-03-09 17:00:00,116,0.52,0.52,58
2019-03-09 18:00:00,116,0.47,0.52,58
2019-03-09 19:00:00,116,0.5,0.44,59
2019-03-09 20:00:00,116,0.48,0.52,55
2019-03-09 21:00:00,116,0.5,0.47,57
2019-03-09 22:00:00,116,0.51,0.49,62
2019-03-09 23:00:00,116,0.46,0.5,60
2019-03-10 00:00:00,116,0.5,0.56,58
2019-03-10 01:00:00,116,0.53,0.55,58
2019-03-10 02:00:00,116,0.47,0.51,56
2019-03-10 03:00:00,116,0.51,0.5,56
2019-03-10 04:00:00,116,0.55,0.55,54
2019-03-10 05:00:00,116,0.47,0.49,58
2019-03-10 06:00:00,116,0.51,0.56,54
2019-03-10 07:00:00,116,0.45,0.5,56
2019-03-10 08:00:00,116,0.47,0.5,59
2019-03-10 09:00:00,116,0.53,0.53,64
2019-03-10 10:00:00,116,0.52,0.48,58
2019-03-10 11:00:00,116,0.44,0.49,58
2019-03-10 12:00:00,116,0.5,0.48,54
2019-03-10 13:00:00,116,0.52,0.51,60
2019-03-10 14:00:00,116,0.44,0.52,57
2019-03-10 15:00:00,116,0.47,0.45,60
2019-03-10 16:00:00,116,0.51,0.47,56
2019-03-10 17:00:00,116,0.51,0.46,61
2019-03-10 18:00:00,116,0.54,0.56,57
2019-03-10 19:00:00,116,0.45,0.5,54
2019-03-10 20:00:00,116,0.49,0.52,54
2019-03-10 21:00:00,116,0.47,0.5,56
2019-03-10 22:00:00,116,0.47,0.51,57
2019-03-10 23:00:00,116,0.5,0.47,58
2019-03-11 00:00:00,116,0.57,0.5,54
2019-03-11 01:00:00,116,0.46,0.49,57
2019-03-11 02:00:00,116,0.47,0.52,59
2019-03-11 03:00:00,116,0.45,0.47,60
2019-03-11 04:00:00,116,0.52,0.47,55
2019-03-11 05:00:00,116,0.5,0.54,58
2019-03-11 06:00:00,116,0.45,0.49,59
2019-03-11 07:00:00,116,0.51,0.51,54
2019-03-11 08:00:00,116,0.45,0.47,60
2019-03-11 09:00:00,116,0.53,0.48,57
2019-03-11 10:00:00,116,0.51,0.48,57
2019-03-11 11:00:00,116,0.45,0.5,61
2019-03-11 12:00:00,116,0.5,0.52,58
2019-03-11 13:00:00,116,0.5,0.47,57
2019-03-11 14:00:00,116,0.5,0.51,59
2019-03-11 15:00:00,116,0.54,0.49,53
2019-03-11 16:00:00,116,0.46,0.5,53
2019-03-11 17:00:00,116,0.51,0.51,54
2019-03-11 18:00:00,116,0.58,0.46,54
2019-03-11 19:00:00,116,0.55,0.45,57
2019-03-11 20:00:00,116,0.5,0.41,57
2019-03-11 21:00:00,116,0.53,0.52,56
2019-03-11 22:00:00,116,0.54,0.51,56
2019-03-11 23:00:00,116,0.55,0.48,55
2019-03-12 00:00:00,116,0.54,0.55,51
2019-03-12 01:00:00,116,0.51,0.49,56
2019-03-12 02:00:00,116,0.5,0.48,62
2019-03-12 03:00:00,116,0.51,0.51,57
2019-03-12 04:00:00,116,0.45,0.51,54
2019-03-12 05:00:00,116,0.44,0.54,58
2019-03-12 06:00:00,116,0.48,0.48,58
2019-03-12 07:00:00,116,0.47,0.52,59
2019-03-12 08:00:00,116,0.47,0.54,53
2019-03-12 09:00:00,116,0.46,0.54,56
2019-03-12 10:00:00,116,0.57,0.51,54
2019-03-12 11:00:00,116,0.51,0.51,59
2019-03-12 12:00:00,116,0.52,0.45,57
2019-03-12 13:00:00,116,0.54,0.52,57
2019-03-12 14:00:00,116,0.51,0.46,56
2019-03-12 15:00:00,116,0.53,0.55,60
2019-03-12 16:00:00,116,0.49,0.5,63
2019-03-12 17:00:00,116,0.48,0.54,58
2019-03-12 18:00:00,116,0.48,0.49,60
2019-03-12 19:00:00,116,0.48,0.52,52
2019-03-12 20:00:00,116,0.51,0.51,54
2019-03-12 21:00:00,116,0.47,0.48,55
2019-03-12 22:00:00,116,0.48,0.49,55
2019-03-12 23:00:00,116,0.48,0.45,55
2019-03-13 00:00:00,116,0.51,0.46,57
2019-03-13 01:00:00,116,0.49,0.48,60
2019-03-13 02:00:00,116,0.56,0.54,58
2019-03-13 03:00:00,116,0.5,0.45,59
2019-03-13 04:00:00,116,0.52,0.52,56
2019-03-13 05:00:00,116,0.5,0.6,58
2019-03-13 06:00:00,116,0.49,0.47,57
2019-03-13 07:00:00,116,0.47,0.5,59
2019-03-13 08:00:00,116,0.44,0.53,58
2019-03-13 09:00:00,116,0.54,0.5,54
2019-03-13 10:00:00,116,0.51,0.53,55
2019-03-13 11:00:00,116,0.49,0.46,56
2019-03-13 12:00:00,116,0.53,0.51,57
2019-03-13 13:00:00,116,0.41,0.52,54
2019-03-13 14:00:00,116,0.55,0.49,63
2019-03-13 15:00:00,116,0.54,0.51,55
2019-03-13 16:00:00,116,0.51,0.5,53
2019-03-13 17:00:00,116,0.56,0.55,54
2019-03-13 18:00:00,116,0.53,0.53,56
2019-03-13 19:00:00,116,0.52,0.56,60
2019-03-13 20:00:00,116,0.47,0.52,56
2019-03-13 21:00:00,116,0.46,0.48,52
2019-03-13 22:00:00,116,0.53,0.5,53
2019-03-13 23:00:00,116,0.53,0.49,58
2019-03-14 00:00:00,116,0.52,0.44,54
2019-03-14 01:00:00,116,0.47,0.49,58
2019-03-14 02:00:00,116,0.45,0.55,54
2019-03-14 03:00:00,116,0.55,0.51,54
2019-03-14 04:00:00,116,0.48,0.57,56
2019-03-14 05:00:00,116,0.49,0.54,61
2019-03-14 06:00:00,116,0.49,0.53,51
2019-03-14 07:00:00,116,0.49,0.5,55
2019-03-14 08:00:00,116,0.44,0.59,57
2019-03-14 09:00:00,116,0.45,0.57,56
2019-03-14 10:00:00,116,0.49,0.45,59
2019-03-14 11:00:00,116,0.48,0.49,59
2019-03-14 12:00:00,116,0.43,0.47,55
2019-03-14 13:00:00,116,0.49,0.49,58
2019-03-14 14:00:00,116,0.52,0.5,57
2019-03-14 15:00:00,116,0.42,0.52,58
2019-03-14 16:00:00,116,0.49,0.45,58
2019-03-14 17:00:00,116,0.53,0.52,59
2019-03-14 18:00:00,116,0.47,0.5,57
2019-03-14 19:00:00,116,0.48,0.48,59
2019-03-14 20:00:00,116,0.52,0.49,54
2019-03-14 21:00:00,116,0.49,0.53,58
2019-03-14 22:00:00,116,0.45,0.49,57
2019-03-14 23:00:00,116,0.49,0.49,60
2019-03-15 00:00:00,116,0.45,0.52,57
2019-03-15 01:00:00,116,0.5,0.5,56
2019-03-15 02:00:00,116,0.49,0.53,56
2019-03-15 03:00:00,116,0.48,0.52,55
2019-03-15 04:00:00,116,0.51,0.46,59
2019-03-15 05:00:00,116,0.51,0.53,52
2019-03-15 06:00:00,116,0.51,0.49,58
2019-03-15 07:00:00,116,0.49,0.56,59
2019-03-15 08:00:00,116,0.53,0.53,58
2019-03-15 09:00:00,116,0.49,0.51,62
2019-03-15 10:00:00,116,0.48,0.5,58
2019-03-15 11:00:00,116,0.53,0.52,58
2019-03-15 12:00:00,116,0.53,0.44,54
2019-03-15 13:00:00,116,0.53,0.51,58
2019-03-15 14:00:00,116,0.56,0.56,56
2019-03-15 15:00:00,116,0.42,0.54,55
2019-03-15 16:00:00,116,0.5,0.55,57
2019-03-15 17:00:00,116,0.5,0.55,59
2019-03-15 18:00:00,116,0.52,0.54,57
2019-03-15 19:00:00,116,0.54,0.52,58
2019-03-15 20:00:00,116,0.53,0.55,58
2019-03-15 21:00:00,116,0.48,0.5,51
2019-03-15 22:00:00,116,0.51,0.49,62
2019-03-15 23:00:00,116,0.46,0.52,57
2019-03-16 00:00:00,116,0.45,0.51,61
2019-03-16 01:00:00,116,0.52,0.49,56
2019-03-16 02:00:00,116,0.5,0.52,60
2019-03-16 03:00:00,116,0.42,0.49,57
2019-03-16 04:00:00,116,0.52,0.48,56
2019-03-16 05:00:00,116,0.51,0.55,61
2019-03-16 06:00:00,116,0.47,0.49,53
2019-03-16 07:00:00,116,0.51,0.48,57
2019-03-16 08:00:00,116,0.48,0.56,52
2019-03-16 09:00:00,116,0.52,0.46,56
2019-03-16 10:00:00,116,0.54,0.51,54
2019-03-16 11:00:00,116,0.48,0.5,64
2019-03-16 12:00:00,116,0.5,0.56,61
2019-03-16 13:00:00,116,0.49,0.46,56
2019-03-16 14:00:00,116,0.43,0.52,56
2019-03-16 15:00:00,116,0.53,0.47,56
2019-03-16 16:00:00,116,0.47,0.51,56
2019-03-16 17:00:00,116,0.58,0.52,60
2019-03-16 18:00:00,116,0.49,0.52,54
2019-03-16 19:00:00,116,0.53,0.45,58
2019-03-16 20:00:00,116,0.46,0.51,57
2019-03-16 21:00:00,116,0.48,0.5,56
2019-03-16 22:00:00,116,0.44,0.53,59
2019-03-16 23:00:00,116,0.56,0.47,55
2019-03-17 00:00:00,116,0.48,0.48,58
2019-03-17 01:00:00,116,0.45,0.44,54
2019-03-17 02:00:00,116,0.48,0.52,52
2019-03-17 03:00:00,116,0.49,0.49,55
2019-03-17 04:00:00,116,0.52,0.53,51
2019-03-17 05:00:00,116,0.56,0.5,53
2019-03-17 06:00:00,116,0.47,0.45,58
2019-03-17 07:00:00,116,0.52,0.44,57
2019-03-17 08:00:00,116,0.46,0.46,59
2019-03-17 09:00:00,116,0.55,0.5,56
2019-03-17 10:00:00,116,0.48,0.53,60
2019-03-17 11:00:00,116,0.52,0.5,57
2019-03-17 12:00:00,116,0.52,0.48,57
2019-03-17 13:00:00,116,0.52,0.47,54
2019-03-17 14:00:00,116,0.51,0.44,59
2019-03-17 15:00:00,116,0.5,0.52,59
2019-03-17 16:00:00,116,0.5,0.54,54
2019-03-17 17:00:00,116,0.53,0.47,55
2019-03-17 18:00:00,116,0.56,0.51,55
2019-03-17 19:00:00,116,0.47,0.47,58
2019-03-17 20:00:00,116,0.44,0.55,55
2019-03-17 21:00:00,116,0.5,0.48,51
2019-03-17 22:00:00,116,0.5,0.54,55
2019-03-17 23:00:00,116,0.52,0.53,55
2019-03-18 00:00:00,116,0.54,0.49,57
2019-03-18 01:00:00,116,0.47,0.47,61
2019-03-18 02:00:00,116,0.49,0.54,54
2019-03-18 03:00:00,116,0.5,0.47,57
2019-03-18 04:00:00,116,0.53,0.55,54
2019-03-18 05:00:00,116,0.49,0.45,60
2019-03-18 06:00:00,116,0.52,0.48,59
2019-03-18 07:00:00,116,0.54,0.53,60
2019-03-18 08:00:00,116,0.56,0.51,57
2019-03-18 09:00:00,116,0.5,0.47,60
2019-03-18 10:00:00,116,0.49,0.5,57
2019-03-18 11:00:00,116,0.53,0.52,57
2019-03-18 12:00:00,116,0.45,0.43,52
2019-03-18 13:00:00,116,0.55,0.47,57
2019-03-18 14:00:00,116,0.54,0.51,60
2019-03-18 15:00:00,116,0.44,0.44,58
2019-03-18 16:00:00,116,0.5,0.47,53
2019-03-18 17:00:00,116,0.55,0.52,55
2019-03-18 18:00:00,116,0.5,0.48,51
2019-03-18 19:00:00,116,0.45,0.49,54
2019-03-18 20:00:00,116,0.5,0.47,56
2019-03-18 21:00:00,116,0.51,0.5,56
2019-03-18 22:00:00,116,0.49,0.49,58
2019-03-18 23:00:00,116,0.45,0.54,53
2019-03-19 00:00:00,116,0.5,0.5,49
2019-03-19 01:00:00,116,0.53,0.53,54
2019-03-19 02:00:00,116,0.51,0.51,57
2019-03-19 03:00:00,116,0.46,0.49,57
2019-03-19 04:00:00,116,0.48,0.51,54
2019-03-19 05:00:00,116,0.46,0.53,56
